p_xpos,p_ypos,p_xvel,p_yvel,mal1_xpos,mal1_ypos,mal1_xvel,mal1_yvel,mal2_xpos,mal2_ypos,mal2_xvel,mal2_yvel,a_x,a_y
0.18800928853519477,0.11598129374540456,0.0,0.0,-0.8859332556857167,0.13723548875912903,-0.07916479177688705,-0.03839766223903951,0.5594955627832803,0.13107403517315855,-0.7127041488834117,0.0,-1.9795255403516725,-0.9601383567861204
0.18800928853519477,0.11598129374540456,0.0,0.0,-0.8849997722346714,0.1316004710246225,0.12082587338860247,-0.23834131206169448,0.5309932401838682,0.13107403517315855,-0.7124191256574175,0.0,10.531307687243297,-5.411919827740158
0.18800928853519477,0.11598129374540456,0.0,0.0,-0.8814987473535028,0.12111112516846992,0.05585399632602361,-0.2849574709867564,0.5025023161766324,0.13107403517315855,-0.7121342164173454,0.0,-1.62342167034418,-1.1680263095905854
0.18800928853519477,0.11598129374540456,0.0,0.0,-0.8808812998750586,0.1092052702342901,-0.023004896144616094,-0.30971469566347465,0.47402278620307103,0.13107403517315855,-0.71184942111761,0.0,-1.9713179498963818,-0.6219070806515015
0.18800928853519477,0.11598129374540456,0.0,0.0,-0.8831586339720882,0.09652543568784323,-0.08920245923894385,-0.3239209293315822,0.4455546457065045,0.13107403517315855,-0.7115647397126444,0.0,-1.6555084108824514,-0.3583258003393024
0.18800928853519477,0.11598129374540456,0.0,0.0,-0.8877674579597122,0.08346968621303234,-0.13996626292852582,-0.32874560604855907,0.41709789013207593,0.13107403517315855,-0.7112801721569002,0.0,-1.2702472982364554,-0.12388085529312809
0.18800928853519477,0.11598129374540456,0.0,0.0,-0.8941168266340445,0.07040590331983662,-0.17658428068105164,-0.3245487398802444,0.38865251492674974,0.13107403517315855,-0.710995718404847,0.0,-0.9170377859817295,0.1016557084845704
0.18800928853519477,0.11598129374540456,0.0,0.0,-0.9016956529823011,0.05759441961260756,-0.2017267986701686,-0.31623387117421664,0.36021851553931145,0.13107403517315855,-0.7107113784109724,0.0,-0.630457656314987,0.2046688467238882
0.18800928853519477,0.11598129374540456,0.0,0.0,-0.9100881260596733,0.04517165383629179,-0.2175014382293607,-0.3051814641793753,0.33179588742036664,0.13107403517315855,-0.7104271521297829,0.0,-0.39646410724914427,0.2732044834269547
0.18800928853519477,0.11598129374540456,0.0,0.0,-0.918910495329576,0.03326489292847514,-0.22346747681577075,-0.2905239945024128,0.3033846260223401,0.13107403517315855,-0.7101430395158023,0.0,-0.15135655697772865,0.3634600516971076
0.18800928853519477,0.11598129374540456,0.0,0.0,-0.9278106665590181,0.02201363606996813,-0.2215881919838554,-0.2724908777911101,0.27498472679947544,0.13107403517315855,-0.7098590405235736,0.0,0.04475707799052686,0.4480151035679387
0.16979545406772367,0.11237409582689982,-0.7569550382888554,-0.15112469411372337,-0.9365551638839704,0.011479898006118023,-0.21578221061942585,-0.25464340139350156,0.24683411257390825,0.13112115472598682,-0.6996460497112256,0.0019821858175426456,0.14296340977949873,0.44355347542425005
0.13975470432695325,0.10637651487970963,-0.7454009037731747,-0.14881793221095796,-0.944889478687582,0.0017830788731882507,-0.20129663407155077,-0.23079534551863284,0.21885400687995954,0.13120042590704017,-0.699366248654286,0.0019813931057321124,0.3600558349959746,0.5937771920884871
0.11017249551120438,0.10047048079267269,-0.7340231311517328,-0.14654638063902067,-0.9509016884098019,-0.00704745174214506,0.008737193888304289,-0.21114855046806433,0.19088509093424091,0.13127966538612035,-0.6990865594948289,0.0019806007109413096,0.3684545803203366,0.4857065466366606
0.08104182846826781,0.09465459619780384,-0.7228190284429109,-0.14430950194868644,-0.9497506895407452,-0.015125977803631445,0.034138550730177075,-0.19323541512762302,0.16292736026177046,0.13135887317590564,-0.6988069821881041,0.0019798086330434558,0.23059558919073597,0.4455601428760879
0.05235581088074205,0.08892748505649264,-0.7117859447554007,-0.14210676689433602,-0.9487634746689152,-0.022705218947775295,0.015684766933445074,-0.18591025901838457,0.13498081038935605,0.13143804928906913,-0.69852751668938,0.0019790168719118206,-0.4610977912003425,0.18123409244492472
0.02410765563531085,0.08328779233393262,-0.7009212696610039,-0.1399376543087361,-0.9485421629143337,-0.02934320808898557,-0.004122673528694236,-0.14696541385845546,0.1070454368455944,0.1315171937382789,-0.6982481629539421,0.001978225427419723,-0.4951306836148374,0.9719616317129247
-0.003709320783088068,0.07773418367851997,-0.6902224325770044,-0.13780165097973118,-0.9488621527317259,-0.03480274433633119,-0.011687200190301119,-0.12652380075214315,0.07912123516087027,0.13159630653619792,-0.6979689209370947,0.0019774342994405324,-0.18919316399452013,0.5096754435959718
-0.03110169987258321,0.07226534510614577,-0.6796869021579679,-0.13569825152881798,-0.949215000575599,-0.03953606587966322,-0.006095360548846353,-0.11054286454420498,0.056936624709200134,0.13167512135947007,0.0064987450523642555,0.0019441878477085201,0.13970777907540083,0.39834007481261957
-0.05807596267155203,0.06687998268930725,-0.6693121856968262,-0.13362695829157245,-0.9491709844824411,-0.04362528767800181,0.007944239813996206,-0.09432475854852414,0.06036665941304098,0.13175273102851656,0.09155775353350809,0.0019396016742528354,0.3510010130943536,0.40443034444243703
-0.08463849129203496,0.061576822250964745,-0.659095828535102,-0.13158728119990235,-0.9484307722773628,-0.04701850995184466,0.028549857163786437,-0.07580069099234854,0.06402821888589938,0.13183029919297934,0.09152113793877949,0.0019388259926082065,0.5153254867960253,0.46225338333593013
-0.11079557042974353,0.05635460906307104,-0.6490354134821371,-0.12957873766609707,-0.9467782011980076,-0.04963610789243868,0.05345442338988174,-0.0555859220628327,0.06768831403517445,0.1319078363365361,0.09148453698728669,0.001938050621172639,0.6230272984222215,0.5047148237527476
-0.13655338885101959,0.05121210754970277,-0.639128560243185,-0.12760085246864772,-0.944072754132741,-0.051431149244045134,0.08112433849688551,-0.03468993732397953,0.07134694544647557,0.13198534247159258,0.09144795067317364,0.0019372755598220744,0.6924242394414103,0.5219508581334276
-0.16191804085709796,0.04614810099472313,-0.6293729248562318,-0.12565315763980947,-0.9401574335558894,-0.0522940943342063,0.11382206861731697,-0.009098800603056,0.07500411370517801,0.13206281761054967,0.09141137899058661,0.0019365008084325048,0.8184220831550002,0.6395626817505483
-0.18689552772601817,0.04116139125390671,-0.6197661991374162,-0.12373519235488006,-0.9349500351924589,-0.05210352574993808,0.14574758462710896,0.017949227059085353,0.07865981939642278,0.1321402617658032,0.09137482193367416,0.0019357263668799691,0.7994397498356587,0.6762483336996009
-0.2114917591325273,0.03625079847145851,-0.6103061101349128,-0.12184650282316925,-0.9285192322775756,-0.050836310619927924,0.17505785165459664,0.04473997579823863,0.08231406310511694,0.13221767494974423,0.09133827949658722,0.0019349522350405593,0.7343643764159108,0.6700855222613346
-0.2357125545463095,0.03141516080086003,-0.6009904195911503,-0.11998664218063135,-0.9207655605797337,-0.04843916880903496,0.2117070612560654,0.07437428269809397,0.08596684541593363,0.13229505717475867,0.09130175167347912,0.0019341784127904157,0.9181686579611789,0.7414569579491077
-0.2595636446088725,0.026653334129976253,-0.5918169234132413,-0.11815517038413759,-0.9122334266447354,-0.04507145117435026,0.21482156538773275,0.09353139489500391,0.08961816691331226,0.13237240845322754,0.0912652384585053,0.0019334049000057274,0.07999563677543153,0.4797697343314197
-0.28305067248941834,0.021964191810358722,-0.5827834511514931,-0.11635165410736159,-0.9032997984100876,-0.040874945523733844,0.23144319811570788,0.11573726151193174,0.0932680281814583,0.13244972879752692,0.09122873984582384,0.0019326316965627337,0.4177742252580414,0.5561957918358498
-0.3061791952200164,0.01734662439068045,-0.5738878654858784,-0.11457566663825455,-0.8937564656192757,-0.0358520693265266,0.2453742372945704,0.13492556241178252,0.09691642980434384,0.13252701822002802,0.09119225582959499,0.0019318588023377232,0.35066181266926644,0.48096324154557135
-0.3289546850103986,0.012799539354239615,-0.5651280617203466,-0.11282678777808501,-0.8835022213831292,-0.029987260181937713,0.26680088088011267,0.15774294017343182,0.10056337236570728,0.1326042767330969,0.09115578640398132,0.0019310862172070345,0.5382296506975904,0.5719006463273779
